weather_id,mars_date,temp,stom
932,2052-07-20,37.87,16
933,2052-07-21,24.8,31
934,2052-07-22,29.63,30
935,2052-07-23,28.67,37
936,2052-07-24,47.19,100
937,2052-07-25,49.09,0
938,2052-07-26,48.94,15
939,2052-07-27,45.45,17
940,2052-07-28,25.38,91
941,2052-07-29,20.46,97
942,2052-07-30,45.59,55
943,2052-07-31,33.97,60
944,2052-08-01,42.12,86
945,2052-08-02,29.41,30
946,2052-08-03,45.69,78
947,2052-08-04,20.54,18
948,2052-08-05,25.85,100
949,2052-08-06,23.74,75
950,2052-08-07,28.42,86
951,2052-08-08,47.51,49
952,2052-08-09,35.64,33
953,2052-08-10,20.3,100
954,2052-08-11,36.72,90
955,2052-08-12,32.73,92
956,2052-08-13,29.24,77
957,2052-08-14,20.52,54
958,2052-08-15,37.16,72
959,2052-08-16,33.44,13
960,2052-08-17,30.51,74
961,2052-08-18,36.17,63
962,2052-08-19,26.68,32
963,2052-08-20,28.21,62
964,2052-08-21,23.37,79
965,2052-08-22,36.49,10
966,2052-08-23,37.55,26
967,2052-08-24,48.57,3
968,2052-08-25,46.97,61
969,2052-08-26,30.92,44
970,2052-08-27,33.45,83
971,2052-08-28,48.39,81
972,2052-08-29,27.47,57
973,2052-08-30,47.15,72
974,2052-08-31,40.63,12
975,2052-09-01,30.48,63
976,2052-09-02,22.04,38
977,2052-09-03,48.43,87
978,2052-09-04,44.57,86
979,2052-09-05,43.55,93
980,2052-09-06,32.38,91
981,2052-09-07,20.03,0
982,2052-09-08,41.37,59
983,2052-09-09,21.32,77
984,2052-09-10,46.16,43
985,2052-09-11,34.49,57
986,2052-09-12,29.18,11
987,2052-09-13,34.7,24
988,2052-09-14,37.72,3
989,2052-09-15,22.15,35
990,2052-09-16,24.05,32
991,2052-09-17,42.58,4
992,2052-09-18,31.81,20
993,2052-09-19,38.39,73
994,2052-09-20,34.11,44
995,2052-09-21,21.93,84
996,2052-09-22,44.95,35
997,2052-09-23,23.83,78
998,2052-09-24,30.13,58
999,2052-09-25,45.61,39
1000,2052-09-26,21.23,26
